article,keywords,volume,issue,year
8,NOHARM,73,2,2013
9,MIMIC,73,2,2013
9,Rasch,73,2,2013
9,DIF,73,2,2013
9,effect size,73,2,2013
1,content validity,73,3,2013
1,multidimensional scaling,73,3,2013
1,educational testing,73,3,2013
1,validity,73,3,2013
1,alignment,73,3,2013
2,standard setting,73,3,2013
2,Rasch,73,3,2013
2,validity,73,3,2013
3,EM algorithm,73,3,2013
3,variance–covariance matrix,73,3,2013
3,Supplemented EM algorithm,73,3,2013
3,numerical differentiation,73,3,2013
3,forward difference,73,3,2013
3,Richardson extrapolation,73,3,2013
4,student evaluation of instruction,73,3,2013
4,halo effect,73,3,2013
4,ceiling/floor effect,73,3,2013
5,multiple testing,73,3,2013
5,DIF,73,3,2013
5,Type I error rate,73,3,2013
6,IRT model selection,73,3,2013
6,mixed-format IRT,73,3,2013
6,discrimination variability,73,3,2013
6,model selection criteria,73,3,2013
7,item response theory,73,3,2013
7,testlet response theory,73,3,2013
7,higher order models,73,3,2013
7,hierarchical latent trait,73,3,2013
7,Bayesian methods,73,3,2013
8,interrater agreement,73,3,2013
8,latent variable modeling,73,3,2013
8,reliability,73,3,2013
8,raters,73,3,2013
8,targets,73,3,2013
9,differential item functioning,73,3,2013
9,item response theory,73,3,2013
9,Wald test,73,3,2013
9,IRT-LR-DIF,73,3,2013
1,polytomous Rasch model,73,4,2013
1,rating scale,73,4,2013
1,partial credit,73,4,2013
1,ordered category formats,73,4,2013
1,empirical category order,73,4,2013
2,common factor,73,4,2013
2,correlation,73,4,2013
2,essential unidimensionality,73,4,2013
2,interval estimation,73,4,2013
2,proportion explained correlations,73,4,2013
3,educational tests and measurements,73,4,2013
3,achievement motivation,73,4,2013
3,psychological tests,73,4,2013
3,immigrant students,73,4,2013
3,measurement invariance,73,4,2013
4,ATFIND,73,4,2013
4,DIMTEST,73,4,2013
4,item response theory,73,4,2013
4,unidimensionality,73,4,2013
4,multidimensionality,73,4,2013
5,DIF,73,4,2013
5,multilevel,73,4,2013
5,Mantel–Haenszel,73,4,2013
6,multidimensional Rasch model,73,4,2013
6,confirmatory factor analysis,73,4,2013
6,information-based fit index,73,4,2013
6,AIC,73,4,2013
6,BIC,73,4,2013
7,latitude,73,4,2013
7,attitudes,73,4,2013
7,item response theory,73,4,2013
7,attitude measurement,73,4,2013
7,involvement,73,4,2013
8,factorial invariance,73,4,2013
8,false discovery rate,73,4,2013
8,intercept,73,4,2013
8,loading,73,4,2013
8,multiple testing procedure,73,4,2013
1,measurement error,73,5,2013
1,multiple regression,73,5,2013
1,reliability,73,5,2013
1,Type I error rates,73,5,2013
1,hypothesis testing,73,5,2013
2,mode of observation,73,5,2013
2,video,73,5,2013
2,classroom assessment,73,5,2013
2,generalizability theory,73,5,2013
2,teaching,73,5,2013
2,Classroom Assessment Scoring System–Secondary (CLASS-S),73,5,2013
3,optimal designs,73,5,2013
3,statistical power,73,5,2013
3,block randomized designs,73,5,2013
3,random effects,73,5,2013
4,coping,73,5,2013
4,academic,73,5,2013
4,school,73,5,2013
4,motivation,73,5,2013
4,resilience,73,5,2013
4,engagement,73,5,2013
5,hierarchical generalized linear modeling,73,5,2013
5,differential item functioning,73,5,2013
5,gender,73,5,2013
5,opportunity to learn,73,5,2013
5,multilevel modeling,73,5,2013
5,mathematics assessments,73,5,2013
6,computerized adaptive testing,73,5,2013
6,exposure control,73,5,2013
6,simulation,73,5,2013
7,differential item functioning,73,5,2013
7,logistic discriminant function analysis,73,5,2013
7,effect size measure,73,5,2013
7,R2,73,5,2013
7,conditional log odds ratio,73,5,2013
7,polytomous items,73,5,2013
8,differential item functioning,73,5,2013
8,latent variable modeling,73,5,2013
8,multiple populations,73,5,2013
8,multiple testing,73,5,2013
1,structural equation modeling,73,6,2013
1,confirmatory factor analysis,73,6,2013
1,sample size,73,6,2013
1,statistical power,73,6,2013
1,Monte Carlo simulation,73,6,2013
1,bias,73,6,2013
1,solution propriety,73,6,2013
2,latent growth curve models,73,6,2013
2,piecewise function,73,6,2013
2,finite mixture models,73,6,2013
3,coefficient omega,73,6,2013
3,reliability,73,6,2013
3,composite reliability,73,6,2013
3,bootstrap,73,6,2013
3,confidence interval,73,6,2013
3,interval estimate,73,6,2013
3,nonnormality,73,6,2013
3,ordinal,73,6,2013
3,dichotomous,73,6,2013
3,binary,73,6,2013
4,special education accommodations,73,6,2013
4,item response theory,73,6,2013
4,multilevel multidimensional mixture model,73,6,2013
4,differential item functioning,73,6,2013
5,person-fit,73,6,2013
5,item response theory,73,6,2013
5,measurement,73,6,2013
6,cognitive diagnosis,73,6,2013
6,computerized adaptive testing,73,6,2013
6,Kullback–Leibler information,73,6,2013
6,mutual information,73,6,2013
7,missing data,73,6,2013
7,imputation,73,6,2013
7,multiple-choice model,73,6,2013
7,simulation,73,6,2013
8,individual case residual,73,6,2013
8,local fit,73,6,2013
8,overall fit,73,6,2013
8,path-analysis model,73,6,2013
8,saturated model,73,6,2013
1,direction of effects,74,1,2014
1,latent variables,74,1,2014
1,PCA,74,1,2014
1,SEM,74,1,2014
2,measurement equivalence/invariance,74,1,2014
2,international studies,74,1,2014
2,model fit,74,1,2014
2,multiple groups,74,1,2014
3,item response theory (IRT),74,1,2014
3,standard error estimation,74,1,2014
3,supplemented expectation maximization,74,1,2014
3,multilevel and multiple group item response theory,74,1,2014
3,bifactor model,74,1,2014
4,bias in terms of culture,74,1,2014
4,individual differences Euclidean distance,74,1,2014
4,explanations of unemployment,74,1,2014
4,bias impact and elimination,74,1,2014
4,individual assessment,74,1,2014
5,response styles,74,1,2014
5,rural and urban culture,74,1,2014
5,survey research,74,1,2014
5,Guyana,74,1,2014
6,item response theory,74,1,2014
6,extreme response style,74,1,2014
6,random threshold,74,1,2014
6,Bayesian methods,74,1,2014
7,skew-normal distributions,74,1,2014
7,mixture regression models,74,1,2014
7,class identification,74,1,2014
7,estimation bias,74,1,2014
8,multilevel data,74,1,2014
8,DIF,74,1,2014
8,hierarchical logistic regression,74,1,2014
8,logistic regression,74,1,2014
8,Mantel–Haenszel test,74,1,2014
1,piecewise regression,74,2,2014
1,latent variable regression,74,2,2014
1,spline regression models,74,2,2014
1,structural equation modeling,74,2,2014
1,nonlinear,74,2,2014
2,item response theory,74,2,2014
2,personality measurement,74,2,2014
2,negatively worded items,74,2,2014
3,vertical scaling,74,2,2014
3,item parameter drift,74,2,2014
3,Stocking-Lord transformation,74,2,2014
4,standard setting,74,2,2014
4,body of work,74,2,2014
4,construct maps,74,2,2014
4,validity evidence,74,2,2014
4,large-scale assessment,74,2,2014
5,instructional differentiation,74,2,2014
5,Rasch model,74,2,2014
5,variance decomposition,74,2,2014
5,psychometrics,74,2,2014
5,ecometrics,74,2,2014
6,generalizability theory,74,2,2014
6,cost,74,2,2014
6,optimum reliability,74,2,2014
7,factor analysis,74,2,2014
7,cognition,74,2,2014
7,multilevel modeling,74,2,2014
8,Ramsay curve,74,2,2014
8,item response theory,74,2,2014
8,EM algorithm,74,2,2014
8,MH-RM,74,2,2014
8,density estimation,74,2,2014
1,item response theory,74,3,2014
1,nonnormality,74,3,2014
1,nominal response model,74,3,2014
1,parameter recovery,74,3,2014
2,observational measures,74,3,2014
2,generalizability theory,74,3,2014
2,reliability,74,3,2014
2,validity,74,3,2014
3,missing responses,74,3,2014
3,item response theory,74,3,2014
3,nonignorability,74,3,2014
3,missing propensity,74,3,2014
4,longitudinal,74,3,2014
4,stability,74,3,2014
4,BESS,74,3,2014
4,screening,74,3,2014
4,latent profile analysis,74,3,2014
5,item pool design,74,3,2014
5,computerized adaptive test,74,3,2014
5,item pool development,74,3,2014
5,item bank design,74,3,2014
6,item response theory,74,3,2014
6,higher-order latent trait,74,3,2014
6,multilevel model,74,3,2014
6,Markov chain Monte Carlo (MCMC) estimation,74,3,2014
7,scaling,74,3,2014
7,weighted composites,74,3,2014
7,smoothing,74,3,2014
8,auxiliary variable,74,3,2014
8,confidence interval,74,3,2014
8,incomplete data set,74,3,2014
8,missing at random,74,3,2014
1,growth mixture models,74,4,2014
1,model convergence,74,4,2014
1,class identification,74,4,2014
2,person-fit,74,4,2014
2,test–retest data,74,4,2014
2,stability designs,74,4,2014
2,measurement of change,74,4,2014
2,retest effects,74,4,2014
3,item format,74,4,2014
3,omission tendency,74,4,2014
3,PISA,74,4,2014
3,reading ability,74,4,2014
3,tree-based analysis,74,4,2014
4,population invariance of equating,74,4,2014
4,differential item functioning,74,4,2014
4,fairness in educational measurement,74,4,2014
5,IRT,74,4,2014
5,growth modeling,74,4,2014
5,repeated measures data,74,4,2014
5,anchor test design,74,4,2014
5,MIRT,74,4,2014
6,item selection,74,4,2014
6,content balancing,74,4,2014
6,severely constrained computerized adaptive test,74,4,2014
6,constraint management,74,4,2014
7,ability estimation,74,4,2014
7,bootstrap,74,4,2014
7,standard error,74,4,2014
7,item response theory,74,4,2014
8,differential item functioning,74,4,2014
8,Mantel–Haenszel,74,4,2014
8,impact,74,4,2014
8,Type I error inflation,74,4,2014
8,dispersion,74,4,2014
1,brain connectivity,74,5,2014
1,Monte Carlo simulation,74,5,2014
1,power,74,5,2014
1,RMSEA,74,5,2014
1,structural equation modeling (SEM),74,5,2014
2,differential item functioning,74,5,2014
2,latent class models with covariates,74,5,2014
2,sources of DIF,74,5,2014
2,test accommodation,74,5,2014
3,constructed response,74,5,2014
3,scoring,74,5,2014
3,automated scoring,74,5,2014
3,comparative judgments,74,5,2014
3,validity,74,5,2014
3,reliability,74,5,2014
4,automated item selection procedure,74,5,2014
4,Mokken scale analysis,74,5,2014
4,genetic algorithm for item selection,74,5,2014
4,sample size requirements,74,5,2014
5,bootstrap,74,5,2014
5,confidence interval,74,5,2014
5,deattenuated correlation,74,5,2014
5,attenuation,74,5,2014
5,measurement error,74,5,2014
5,nonnormality,74,5,2014
6,differential item functioning (DIF),74,5,2014
6,factor mixture model with binary outcomes,74,5,2014
6,between-class latent DIF,74,5,2014
6,class-specific observed DIF,74,5,2014
7,SAT,74,5,2014
7,college admissions testing,74,5,2014
7,full information factor analysis,74,5,2014
7,college readiness assessment,74,5,2014
8,response styles,74,5,2014
8,item response theory,74,5,2014
8,multiprocess model,74,5,2014
8,validation study,74,5,2014
8,Likert-type items,74,5,2014
1,factor analysis,74,6,2014
1,factor model,74,6,2014
1,testing,74,6,2014
1,close fit,74,6,2014
1,structural equation modeling,74,6,2014
2,differential item functioning,74,6,2014
2,dichotomous items,74,6,2014
2,effect size measure,74,6,2014
2,binary logistic regression,74,6,2014
2,R-squared,74,6,2014
2,delta log odds ratio,74,6,2014
3,classroom-video-analysis assessment,74,6,2014
3,automated scoring,74,6,2014
3,naïve Bayes,74,6,2014
3,teacher knowledge,74,6,2014
3,short answer items,74,6,2014
3,text classification,74,6,2014
4,knowledge,74,6,2014
4,self-presentation,74,6,2014
4,signal detection,74,6,2014
4,test validity,74,6,2014
5,computer user learning aptitude,74,6,2014
5,second language learning,74,6,2014
5,tolerance of ambiguity,74,6,2014
5,computer anxiety,74,6,2014
5,perceived usefulness,74,6,2014
5,perceived ease of use,74,6,2014
6,logistic regression,74,6,2014
6,SIBTEST,74,6,2014
6,DIF-free-then-DIF strategy,74,6,2014
6,differential item functioning,74,6,2014
7,Big Five personality traits,74,6,2014
7,Bayesian scaling,74,6,2014
7,Mini-IPIP,74,6,2014
1,error structures,75,1,2015
1,latent interaction models,75,1,2015
1,unconstrained method,75,1,2015
1,model misspecification,75,1,2015
2,Rasch model,75,1,2015
2,differential item functioning (DIF),75,1,2015
2,anchor selection,75,1,2015
2,anchor class,75,1,2015
2,uniform DIF,75,1,2015
2,measurement invariance,75,1,2015
3,cultural consensus theory (CCT),75,1,2015
3,essay grading,75,1,2015
3,maximum likelihood,75,1,2015
4,mixture item response models,75,1,2015
4,LLTM,75,1,2015
4,RWLLTM,75,1,2015
4,multidimensional models,75,1,2015
4,classification,75,1,2015
4,Bayesian estimation,75,1,2015
5,illusory halo,75,1,2015
5,trait scores,75,1,2015
5,analytic scores,75,1,2015
5,holistic scores,75,1,2015
5,writing assessment,75,1,2015
5,performance assessment,75,1,2015
6,personality,75,1,2015
6,differential item functioning,75,1,2015
6,differential test functioning,75,1,2015
6,psychological assessment,75,1,2015
6,item response theory,75,1,2015
7,coefficient alpha,75,1,2015
7,confidence interval,75,1,2015
7,latent variable modeling,75,1,2015
7,population discrepancy,75,1,2015
8,item response theory,75,1,2015
8,wording effects,75,1,2015
8,bi-factor models,75,1,2015
8,Bayesian methods,75,1,2015
1,differential item functioning,75,2,2015
1,polytomous Rasch model,75,2,2015
1,rating scales,75,2,2015
1,partial credit,75,2,2015
1,artificial DIF,75,2,2015
2,mixed Rasch model,75,2,2015
2,Rasch mixture model,75,2,2015
2,DIF detection,75,2,2015
2,score distribution,75,2,2015
3,Rasch model,75,2,2015
3,Vygotsky’s theory,75,2,2015
3,mathematics,75,2,2015
4,computerized adaptive testing,75,2,2015
4,a-stratification with b-blocking,75,2,2015
4,maximum Fisher information,75,2,2015
4,exposure control,75,2,2015
4,capitalization on chance,75,2,2015
4,item pool usage,75,2,2015
4,measurement precision,75,2,2015
5,standardized mean difference,75,2,2015
5,meta-analysis,75,2,2015
5,correcting for measurement error,75,2,2015
5,reliability correction,75,2,2015
6,rater drift,75,2,2015
6,scoring trend,75,2,2015
6,classroom assessment,75,2,2015
6,generalizability theory,75,2,2015
6,B-splines,75,2,2015
6,Classroom Assessment Scoring System–Secondary (CLASS-S),75,2,2015
6,teaching quality,75,2,2015
7,DIF,75,2,2015
7,IRT,75,2,2015
7,effect size,75,2,2015
1,exploratory data analysis,75,3,2015
1,psychometrics,75,3,2015
1,high-stakes testing,75,3,2015
1,accountability,75,3,2015
1,descriptive statistics,75,3,2015
2,classical test theory,75,3,2015
2,item response theory,75,3,2015
2,relationship,75,3,2015
2,factor analysis,75,3,2015
3,collinearity,75,3,2015
3,multilevel confirmatory factor analysis,75,3,2015
3,maximum likelihood estimation,75,3,2015
3,Bayesian estimation,75,3,2015
3,inadmissible parameter estimates,75,3,2015
4,factor analysis,75,3,2015
4,parallel analysis,75,3,2015
4,revised parallel analysis,75,3,2015
5,item factor analysis,75,3,2015
5,item response theory,75,3,2015
5,modular,75,3,2015
5,open-source,75,3,2015
6,maximal reliability,75,3,2015
6,predictive validity,75,3,2015
6,latent variable modeling,75,3,2015
7,diagnostic classification model,75,3,2015
7,Q-matrix,75,3,2015
7,cognitive diagnosis,75,3,2015
7,log-linear cognitive diagnosis model,75,3,2015
7,test design,75,3,2015
7,diagnostic measurement,75,3,2015
8,unidimensionality,75,3,2015
8,reliability,75,3,2015
8,normal-curve transformation,75,3,2015
8,ridge structural equation modeling,75,3,2015
1,robustness studies,75,4,2015
1,computer simulation,75,4,2015
1,Monte Carlo,75,4,2015
1,multivariate data,75,4,2015
1,nonnormality,75,4,2015
1,Vale and Maurelli,75,4,2015
2,testing,75,4,2015
2,large-scale assessment,75,4,2015
2,generalized linear mixed models (GLMM),75,4,2015
2,context effects,75,4,2015
2,multiple matrix sampling,75,4,2015
2,nonequivalent groups,75,4,2015
3,Markov chain Monte Carlo,75,4,2015
3,item response theory,75,4,2015
3,software,75,4,2015
4,differential item functioning (DIF),75,4,2015
4,Rasch,75,4,2015
4,model fit,75,4,2015
5,attenuation,75,4,2015
5,covariance structure analysis,75,4,2015
5,error score,75,4,2015
5,observed correlation,75,4,2015
5,parallel tests,75,4,2015
5,reliability,75,4,2015
5,Spearman–Brown prophecy formula,75,4,2015
5,true correlation,75,4,2015
5,true score,75,4,2015
5,uncorrelated errors,75,4,2015
5,validity,75,4,2015
6,differential item functioning,75,4,2015
6,pairwise,75,4,2015
6,composite group,75,4,2015
6,fairness,75,4,2015
7,statistical interactions,75,4,2015
7,differential effects,75,4,2015
7,regression mixture models,75,4,2015
7,finite mixture models,75,4,2015
1,latent interaction models,75,5,2015
1,interaction effects,75,5,2015
1,nonlinear structural equation modeling,75,5,2015
1,spurious effects,75,5,2015
2,latent classification,75,5,2015
2,large-scale educational surveys,75,5,2015
2,latent class analysis,75,5,2015
2,latent regression model,75,5,2015
3,response style,75,5,2015
3,acquiescence,75,5,2015
3,bias,75,5,2015
4,correlation,75,5,2015
4,Pearson,75,5,2015
4,Spearman,75,5,2015
4,transformation,75,5,2015
4,nonnormal,75,5,2015
4,normality,75,5,2015
5,subscores,75,5,2015
5,multidimensional item response theory (MIRT),75,5,2015
5,dimensionality,75,5,2015
5,missing data,75,5,2015
6,item calibration,75,5,2015
6,item fit statistics,75,5,2015
6,human decision making,75,5,2015
6,logistic regression,75,5,2015
6,item review,75,5,2015
7,missing data,75,5,2015
7,nonnormal distribution,75,5,2015
7,item response theory,75,5,2015
7,scaling competencies,75,5,2015
7,large-scale assessment,75,5,2015
8,coefficient alpha,75,5,2015
8,latent class,75,5,2015
8,maximal reliability,75,5,2015
8,mixture,75,5,2015
8,scale,75,5,2015
8,reliability,75,5,2015
8,unobserved heterogeneity,75,5,2015
8,weighted linear combination,75,5,2015
1,nominal response model,75,6,2015
1,item response theory,75,6,2015
1,Positive Family Relationships scale,75,6,2015
1,longitudinal research,75,6,2015
1,scale construction,75,6,2015
2,test tampering,75,6,2015
2,erasure detection,75,6,2015
2,wrong-to-right erasures,75,6,2015
2,teacher cheating,75,6,2015
2,ability purification,75,6,2015
3,computerized adaptive testing,75,6,2015
3,multidimensional item response theory,75,6,2015
3,bifactor model,75,6,2015
3,full information item factor analysis,75,6,2015
4,interrater,75,6,2015
4,agreement test,75,6,2015
4,kappa,75,6,2015
5,GRE,75,6,2015
5,response change,75,6,2015
5,computer adaptive test,75,6,2015
6,large-scale assessment,75,6,2015
6,multiple matrix sampling,75,6,2015
6,incomplete block designs,75,6,2015
6,position effects,75,6,2015
6,balancing,75,6,2015
6,generalized linear mixed models (GLMM),75,6,2015
7,propensity score matching,75,6,2015
7,mode comparison,75,6,2015
7,conversion tables,75,6,2015
8,hierarchical data,75,6,2015
8,interval estimation,75,6,2015
8,intraclass correlation coefficient,75,6,2015
8,multilevel modeling,75,6,2015
1,factor analysis,76,1,2016
1,parallel analysis,76,1,2016
1,revised parallel analysis,76,1,2016
1,binary data,76,1,2016
2,differential item functioning,76,1,2016
2,item response theory,76,1,2016
2,simulation,76,1,2016
2,covariates,76,1,2016
3,differential item functioning,76,1,2016
3,MIMIC model,76,1,2016
3,mediation effect,76,1,2016
3,item response theory,76,1,2016
4,linear mixed effects models,76,1,2016
4,generalized estimating equations,76,1,2016
4,repeated measures ANOVA,76,1,2016
4,small sample,76,1,2016
4,longitudinal data,76,1,2016
5,Bayesian mixture models,76,1,2016
5,mixture item response theory,76,1,2016
5,Rasch misfit,76,1,2016
6,differential test functioning,76,1,2016
6,differential item functioning,76,1,2016
6,item response theory,76,1,2016
6,multiple imputation,76,1,2016
7,differential item functioning (DIF),76,1,2016
7,matching criterion purification,76,1,2016
7,Mantel–Haenszel procedure,76,1,2016
7,large-scale assessments,76,1,2016
8,acquiescence,76,1,2016
8,measurement,76,1,2016
8,response style,76,1,2016
1,Cognitive diagnostic models,76,2,2016
1,Latent transition analysis,76,2,2016
2,guessing,76,2,2016
2,confidence intervals for coefficient alpha,76,2,2016
2,bootstrap confidence intervals for coefficient alpha,76,2,2016
2,reliability,76,2,2016
3,MIRT,76,2,2016
3,noncompensatory,76,2,2016
3,partially compensatory,76,2,2016
4,item response theory (IRT),76,2,2016
4,unidimensionality,76,2,2016
4,multidimensional data,76,2,2016
4,item difficulty,76,2,2016
4,item discrimination,76,2,2016
4,Rasch model,76,2,2016
5,computer-based assessment,76,2,2016
5,automatic coding,76,2,2016
5,automatic short-answer grading,76,2,2016
5,computer-automated scoring,76,2,2016
6,response styles,76,2,2016
6,extreme response style,76,2,2016
6,mixed Rasch models,76,2,2016
6,multidimensional item response models,76,2,2016
6,regression residuals,76,2,2016
7,binary item,76,2,2016
7,classical test theory,76,2,2016
7,item response theory,76,2,2016
7,observational equivalence,76,2,2016
7,unidimensionality,76,2,2016
8,mediation,76,2,2016
8,indirect effects,76,2,2016
8,SEM,76,2,2016
8,bias-corrected bootstrapping,76,2,2016
8,simulation,76,2,2016
1,reverse worded items,76,3,2016
1,item wording,76,3,2016
1,scale format,76,3,2016
1,Likert format,76,3,2016
1,acquiescence bias,76,3,2016
1,method effects,76,3,2016
2,robust Cronbach’s alpha,76,3,2016
2,robust McDonald’s omega,76,3,2016
2,missing data,76,3,2016
2,outlying observations,76,3,2016
2,confidence intervals,76,3,2016
2,R package coefficientalpha,76,3,2016
3,vertical scaling,76,3,2016
3,Rasch model,76,3,2016
3,guessing,76,3,2016
3,multiple-choice items,76,3,2016
3,large-scale assessments,76,3,2016
4,coefficient omega,76,3,2016
4,reliability,76,3,2016
4,composite reliability,76,3,2016
4,bootstrap,76,3,2016
4,confidence interval,76,3,2016
4,interval estimate,76,3,2016
4,nonnormality,76,3,2016
4,ordinal,76,3,2016
4,dichotomous,76,3,2016
4,binary,76,3,2016
5,confidence interval,76,3,2016
5,composite reliability,76,3,2016
5,group difference,76,3,2016
5,multicomponent measuring instrument,76,3,2016
5,rating scale polarity,76,3,2016
5,response option,76,3,2016
6,person-fit,76,3,2016
6,personality measurement,76,3,2016
6,weighted least squares regression,76,3,2016
6,mean-square residual statistics,76,3,2016
6,kernel smoothing,76,3,2016
7,multitrait–multimethod,76,3,2016
7,MTMM,76,3,2016
7,model comparisons,76,3,2016
7,construct validity,76,3,2016
8,IRT,76,3,2016
8,Rasch model,76,3,2016
8,seasonality,76,3,2016
8,calibration,76,3,2016
8,continuous testing,76,3,2016
8,calibration timing,76,3,2016
8,certification,76,3,2016
8,licensure,76,3,2016
8,credentialing,76,3,2016
1,invariance testing,76,4,2016
1,fit index,76,4,2016
1,factor indicator reliability,76,4,2016
1,multiple group model,76,4,2016
1,structural equation modeling,76,4,2016
2,response time,76,4,2016
2,proportional hazards model,76,4,2016
2,latent class analysis,76,4,2016
3,interim assessments,76,4,2016
3,low achievers,76,4,2016
3,quantile regression,76,4,2016
3,experiment,76,4,2016
3,IV estimation,76,4,2016
4,testing correlated kappas,76,4,2016
4,Gwet’s AC1,76,4,2016
4,agreement coefficients,76,4,2016
4,kappa significance test,76,4,2016
4,correlated agreement coefficients,76,4,2016
4,raters’ agreement,76,4,2016
4,correlated kappas,76,4,2016
5,Rasch model,76,4,2016
5,anxiety,76,4,2016
5,motivation,76,4,2016
5,hierarchical generalized linear modeling,76,4,2016
5,assessment,76,4,2016
5,identification,76,4,2016
5,polytomous data,76,4,2016
6,item response theory,76,4,2016
6,Rasch model,76,4,2016
6,nonnormal latent trait,76,4,2016
6,nonparametric Bayes,76,4,2016
6,parameter estimation,76,4,2016
7,rater-mediated assessment,76,4,2016
7,Mokken scaling,76,4,2016
7,invariant measurement,76,4,2016
7,nonparametric item response theory,76,4,2016
1,sufficient statistics,76,5,2016
1,polytomous Rasch model,76,5,2016
1,rating scale,76,5,2016
1,partial credit,76,5,2016
1,ordered category formats,76,5,2016
2,bullying,76,5,2016
2,measurement,76,5,2016
2,question-order,76,5,2016
2,surveys,76,5,2016
3,factor score regression,76,5,2016
3,bias,76,5,2016
3,standard error,76,5,2016
3,standardized parameterization,76,5,2016
3,unstandardized parameterization,76,5,2016
4,attenuation formula,76,5,2016
4,group difference,76,5,2016
4,measurement error,76,5,2016
4,multilevel modeling,76,5,2016
5,multiple-choice,76,5,2016
5,open-ended,76,5,2016
5,feedback,76,5,2016
5,reliability,76,5,2016
5,test design,76,5,2016
6,cluster randomized trials,76,5,2016
6,power,76,5,2016
6,multilevel modeling,76,5,2016
6,latent variables,76,5,2016
6,aggregation,76,5,2016
7,multilevel modeling,76,5,2016
7,latent class models,76,5,2016
7,model selection,76,5,2016
7,model specification,76,5,2016
8,mixture Rasch model,76,5,2016
8,covariate effects,76,5,2016
8,missing data,76,5,2016
9,congruence,76,5,2016
9,construct,76,5,2016
9,latent variable modeling,76,5,2016
9,multidimensionality,76,5,2016
9,nested models,76,5,2016
9,unidimensionality,76,5,2016
1,mediation,76,6,2016
1,structural equation model,76,6,2016
1,SEM,76,6,2016
1,test of joint significance,76,6,2016
1,bootstrap methods,76,6,2016
2,satisficing,76,6,2016
2,MTurk,76,6,2016
2,survey design,76,6,2016
2,psychometrics,76,6,2016
3,growth mixture modeling,76,6,2016
3,spurious classes,76,6,2016
3,simulation study,76,6,2016
3,latent classes,76,6,2016
3,fit index,76,6,2016
3,likelihood ratio test,76,6,2016
4,test scoring,76,6,2016
4,equating,76,6,2016
4,scaling,76,6,2016
4,item response theory,76,6,2016
4,testing,76,6,2016
5,model fit,76,6,2016
5,item response theory,76,6,2016
5,factor analysis,76,6,2016
5,reliability,76,6,2016
6,data–model fit,76,6,2016
6,logistic regression,76,6,2016
6,classification,76,6,2016
7,rater accuracy,76,6,2016
7,rater-mediated assessments,76,6,2016
7,unfolding models,76,6,2016
7,hyperbolic cosine model,76,6,2016
8,criterion validity,76,6,2016
8,latent class,76,6,2016
8,mixture,76,6,2016
8,scale,76,6,2016
8,unobserved heterogeneity,76,6,2016
8,validity,76,6,2016
9,low-stakes assessment,76,6,2016
9,motivation,76,6,2016
9,filtering,76,6,2016
1,intraclass correlation,77,1,2017
1,level-specific fit index,77,1,2017
1,model evaluation,77,1,2017
1,multilevel structural equation modeling,77,1,2017
2,response styles,77,1,2017
2,simulation,77,1,2017
2,item response theory,77,1,2017
3,erasure analysis,77,1,2017
3,generalized binomial model,77,1,2017
3,Markov chain Monte Carlo,77,1,2017
3,test fraud,77,1,2017
3,test security,77,1,2017
4,Rasch model,77,1,2017
4,behavior of distractors,77,1,2017
4,partial credit model,77,1,2017
4,item response theory,77,1,2017
4,multiple choice questions,77,1,2017
5,differential item functioning,77,1,2017
5,Monte Carlo simulation,77,1,2017
5,item response theory,77,1,2017
5,iterative Wald test,77,1,2017
6,power analysis,77,1,2017
6,longitudinal cluster randomized designs,77,1,2017
6,orthogonal polynomial contrasts,77,1,2017
7,item parameter drift,77,1,2017
7,invariance,77,1,2017
7,differential item functioning,77,1,2017
7,fairness,77,1,2017
8,criterion validity,77,1,2017
8,error variance,77,1,2017
8,measurement error,77,1,2017
8,principal component,77,1,2017
8,principal component analysis,77,1,2017
8,reliability,77,1,2017
8,validity,77,1,2017
1,coefficient alpha,77,2,2017
1,coefficient omega,77,2,2017
1,standard errors,77,2,2017
1,confidence intervals,77,2,2017
2,a priori procedure,77,2,2017
2,confidence,77,2,2017
2,precision,77,2,2017
2,complexity,77,2,2017
3,diagnostic measurement,77,2,2017
3,test design,77,2,2017
3,Q-matrix,77,2,2017
3,hierarchical diagnostic classification model,77,2,2017
3,classification accuracy,77,2,2017
3,attribute structure,77,2,2017
4,item selection,77,2,2017
4,computerized adaptive testing,77,2,2017
4,constraint management,77,2,2017
4,multidimensional adaptive testing,77,2,2017
5,multidimensional item response theory,77,2,2017
5,BMIRT,77,2,2017
5,flexMIRT,77,2,2017
5,item parameter recovery,77,2,2017
5,MCMC,77,2,2017
5,MH-RM,77,2,2017
5,BA-EM,77,2,2017
6,item response theory (IRT),77,2,2017
6,higher-order IRT models,77,2,2017
6,mixture IRT models,77,2,2017
6,Rasch model,77,2,2017
6,Bayesian estimation,77,2,2017
7,homogeneity of variance,77,2,2017
7,analysis of variance,77,2,2017
7,nonnormality,77,2,2017
7,Type I error control,77,2,2017
7,statistical power,77,2,2017
8,Mokken scaling,77,2,2017
8,rating quality,77,2,2017
8,polytomous item response theory models,77,2,2017
9,between-group variance,77,2,2017
9,confidence interval,77,2,2017
9,hierarchical design,77,2,2017
9,latent variable modeling,77,2,2017
9,multilevel study,77,2,2017
9,variance ratio,77,2,2017
9,within-group variance,77,2,2017
1,cognitive diagnosis models,77,3,2017
1,latent transition analysis,77,3,2017
